unique_ID,smiles,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,cosolvent,data_source,chembl_id,units,mol_hash
serjeant6148,CCOC(=O)c1ccc(C(=O)N(O)c2ccccc2)cc1,"InChI=1S/C16H15NO4/c1-2-21-16(19)13-10-8-12(9-11-13)15(18)17(20)14-6-4-3-5-7-14/h3-11,20H,2H2,1H3",pKa1,8.0,20,"C=0.001, I=0.1(KCl)",E3bg,Approximate,F28,,,Ethyl 4-(N-hydroxy-N-phenyl)carbamoylbenzoate,"['chemaxon_nickname1', 'manual_only_one']",2.0,"Benzohydroxamic acid, 4-ethoxycarbonyl-N-phenyl",serjeant,,A,,,IUPAC_large,,,4e87db0e
serjeant6149,O=C(O)CN(CC(=O)O)c1c(O)c(C(=O)O)cc2ccccc12,"InChI=1S/C15H13NO7/c17-11(18)6-16(7-12(19)20)13-9-4-2-1-3-8(9)5-10(14(13)21)15(22)23/h1-5,21H,6-7H2,(H,17,18)(H,19,20)(H,22,23)",pKa1,0.7,not_stated,,O5,Uncertain,B168,,,"iminodiacetic acid, N-(3-carboxy-2-hydroxynaphth-1-yl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,5cb30afb
serjeant6151,Cc1ccccc1C(c1ccccc1C)C([N+](=O)[O-])[N+](=O)[O-],"InChI=1S/C16H16N2O4/c1-11-7-3-5-9-13(11)15(16(17(19)20)18(21)22)14-10-6-4-8-12(14)2/h3-10,15-16H,1-2H3",pKa1,5.8,20,,O5,Approximate,T58a,,,"ethane, 1,1-bis(o-tolyl)-2,2-dinitro-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,342e7362
serjeant6152,CCOC(=O)[C-](C(=O)OCC)c1[nH+]ccc2ccccc12,"InChI=1S/C16H16NO4/c1-3-20-15(18)13(16(19)21-4-2)14-12-8-6-5-7-11(12)9-10-17-14/h5-10H,3-4H2,1-2H3/q-1/p+1",pKa1,5.5,not_stated,,O5,Uncertain,N31,Values in mixed solvents are also given,,Bis(ethoxycarbonyl)isoquinoliniomethanide,"['OPSIN_name1', 'manual_only_one']",2.0,,serjeant,,A,,,IUPAC_large,,,b4e1cd87
serjeant6153,CCOC(=O)[C-](C(=O)OCC)[n+]1cccc2ccccc21,"InChI=1S/C16H17NO4/c1-3-20-15(18)14(16(19)21-4-2)17-11-7-9-12-8-5-6-10-13(12)17/h5-11H,3-4H2,1-2H3",pKa1,5.03,not_stated,,O5,Uncertain,N31,Values in mixed solvents are also given,,Bis(ethoxycarbonyl)quinoliniomethanide,"['OPSIN_name1', 'manual_only_one']",2.0,,serjeant,,A,,,IUPAC_large,,,7c4bb6fc
serjeant6157,CN(C)Cc1c(O)c(O)c(CN(C)C)c2ccccc12,"InChI=1S/C16H22N2O2/c1-17(2)9-13-11-7-5-6-8-12(11)14(10-18(3)4)16(20)15(13)19/h5-8,19-20H,9-10H2,1-4H3",pKaH1,5.07,31.5,"I=0.2(KCl), mixed constants",E3bg,Approximate,S33,,,"2,3-Naphthalenediol, 1,4-bis(dimethylaminomethyl)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,AH,,,IUPAC_large,,,e9d5822a
serjeant6161,CN(C)Cc1cc(C(C)(C)C)cc(CN(C)C)c1O,"InChI=1S/C16H28N2O/c1-16(2,3)14-8-12(10-17(4)5)15(19)13(9-14)11-18(6)7/h8-9,19H,10-11H2,1-7H3",pKa1,6.3,25,"I=0.1(KNO3), mixed constant",E3bg,Approximate,E19,,,"phenol, 2,6-bis(dimethylaminomethyl)-4-tert-butyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,274304c8
serjeant6162,O=C(O)CN(CCCCCCCCN(CC(=O)O)CC(=O)O)CC(=O)O,"InChI=1S/C16H28N2O8/c19-13(20)9-17(10-14(21)22)7-5-3-1-2-4-6-8-18(11-15(23)24)12-16(25)26/h1-12H2,(H,19,20)(H,21,22)(H,23,24)(H,25,26)",pKaH1,2.0,20,I=0.1(KNO3),E3bg,Uncertain,A54,Thermodynamic quantities are also given,,"3,12-Diazatetradecanedioic acid, 3,12-bis(carboxymethyl)-","['OPSIN_name1', 'OPSIN_nickname1', 'chemaxon_name1']",3.0,(Octamethylenedinitrilo)tetraacetic acid,serjeant,,AH,,,IUPAC_large,,,89ff2158
serjeant6164,CCCCCCCCN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,"InChI=1S/C16H30N2O6/c1-2-3-4-5-6-7-8-17(11-14(19)20)9-10-18(12-15(21)22)13-16(23)24/h2-13H2,1H3,(H,19,20)(H,21,22)(H,23,24)",pKaH1,1.9,24.2,C=0.002,E3bg,Uncertain,B149,,,"3,6-Diazaoctanedioic acid, 3-(carboxymethyl)-6-octyl-","['OPSIN_name1', 'chemaxon_name1']",2.0,N-Octyl(ethylenedinitrilo)triacetic acid,serjeant,,AH,,,IUPAC_large,,,71dcbf3c
serjeant6166,CCCCCCCCCCCCCCC(C(=O)O)S(=O)(=O)O,"InChI=1S/C16H32O5S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16(17)18)22(19,20)21/h15H,2-14H2,1H3,(H,17,18)(H,19,20,21)",pKa1,2.43,,,,,I22,,,"hexadecanoic acid, 2-sulfo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1', 'chemaxon_nickname1']",5.0,"Palmitic acid, α-sulfo",serjeant,,A,,,IUPAC_large,,,a2f841c0
serjeant6167,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,"InChI=1S/C16H35O4P/c1-5-9-11-15(7-3)13-19-21(17,18)20-14-16(8-4)12-10-6-2/h15-16H,5-14H2,1-4H3,(H,17,18)",pKa1,2.85,25,,,,S140,,,Bis(2-ethylhexyl) hydrogen phosphate,"['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4.0,,serjeant,,A,,,IUPAC_large,,,211e009e
serjeant6168,O=C1C(Cl)=CC(=Nc2ccc(O)c3ccccc23)C=C1Cl,"InChI=1S/C16H9Cl2NO2/c17-12-7-9(8-13(18)16(12)21)19-14-5-6-15(20)11-4-2-1-3-10(11)14/h1-8,20H",pKa1,6.8,not_stated,"C=0.00004, 2% dioxane, mixed constant",O5,Uncertain,K54,,,"2,5-Cyclohexadien-1-one, 2,6-dichloro-4-(4-hydroxynaphth-1-yl)imino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,2% dioxane,IUPAC_large,,,d8df20be
serjeant6169,O=C1C(Br)=CC(=Nc2ccc(O)c3ccccc23)C=C1Br,"InChI=1S/C16H9Br2NO2/c17-12-7-9(8-13(18)16(12)21)19-14-5-6-15(20)11-4-2-1-3-10(11)14/h1-8,20H",pKa1,6.9,not_stated,"C=0.00004, 2% dioxane, mixed constant",O5,Uncertain,K54,,,"2,5-Cyclohexadien-1-one, 2,6-dibromo-4-(4-hydroxynaphth-1-yl)imino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,2% dioxane,IUPAC_large,,,7f8e2a71
serjeant6170,Cc1ccc2c(N=C3C=C(Cl)C(=O)C(Cl)=C3)ccc(O)c2n1,"InChI=1S/C16H10Cl2N2O2/c1-8-2-3-10-13(4-5-14(21)15(10)19-8)20-9-6-11(17)16(22)12(18)7-9/h2-7,21H,1H3",pKa1,5.9,not_stated,"C=0.00004, 2% dioxane, mixed constant",O5,Uncertain,K54,,,"2,5-Cyclohexadien-1-one, 2,6-dichloro-4-(8-hydroxy-2-methylquinolin-5-yl)imino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,2% dioxane,IUPAC_large,,,2b24af73
serjeant6171,Cc1ccc2c(N=C3C=C(Br)C(=O)C(Br)=C3)ccc(O)c2n1,"InChI=1S/C16H10Br2N2O2/c1-8-2-3-10-13(4-5-14(21)15(10)19-8)20-9-6-11(17)16(22)12(18)7-9/h2-7,21H,1H3",pKa1,6.0,not_stated,"C=0.00004, 2% dioxane, mixed constant",O5,Uncertain,K54,,,"2,5-Cyclohexadien-1-one, 2,6-dibromo-4-(8-hydroxy-2-methylquinolin-5-yl)imino-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,2% dioxane,IUPAC_large,,,54fd2234
serjeant6172,O=[N+]([O-])c1cc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(O)c([N+](=O)[O-])c1,"InChI=1S/C16H10N4O12S2/c21-15-11(5-8(19(23)24)6-12(15)20(25)26)17-18-14-10-2-1-9(33(27,28)29)3-7(10)4-13(16(14)22)34(30,31)32/h1-6,21-22H,(H,27,28,29)(H,30,31,32)",pKa3,2.02,not_stated,"I~0.2, mixed constants. OH-benzene site.",O5,Uncertain,S6,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(2-hydroxy-3,5-dinitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,6a901d9d
serjeant6173,Oc1ccc2ccccc2c1N=Nc1ccc(Cl)cc1,"InChI=1S/C16H11ClN2O/c17-12-6-8-13(9-7-12)18-19-16-14-4-2-1-3-11(14)5-10-15(16)20/h1-10,20H",pKa2,9.3,20,"C=0.00004, mixed constant",O5,Uncertain,S106,,,"2-Naphthol, 1-(4-chlorophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,3cf0ea66
serjeant6174,O=[N+]([O-])c1cccc(N=Nc2ccc(O)c3ccc(S(=O)(=O)O)cc23)c1,"InChI=1S/C16H11N3O6S/c20-16-7-6-15(14-9-12(26(23,24)25)4-5-13(14)16)18-17-10-2-1-3-11(8-10)19(21)22/h1-9,20H,(H,23,24,25)",pKa1,7.47,20,"C=0.000004, I=0.25, mixed constant",O5,Uncertain,R43,,,"2-Naphthalenesulfonic acid, 5-hydroxy-8-(3-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,80b3a995
serjeant6175,O=[N+]([O-])c1ccc(N=Nc2ccc(O)c3ccc(S(=O)(=O)O)cc23)cc1,"InChI=1S/C16H11N3O6S/c20-16-8-7-15(14-9-12(26(23,24)25)5-6-13(14)16)18-17-10-1-3-11(4-2-10)19(21)22/h1-9,20H,(H,23,24,25)",pKa1,8.08,20,"C=0.000004, I=0.25, mixed constant",O5,Uncertain,R43,,,"2-Naphthalenesulfonic acid, 5-hydroxy-8-(4-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,78b0f879
serjeant6176,O=[N+]([O-])c1cc(S(=O)(=O)O)cc(N=Nc2cc(O)cc3ccccc23)c1O,"InChI=1S/C16H11N3O7S/c20-10-5-9-3-1-2-4-12(9)13(6-10)17-18-14-7-11(27(24,25)26)8-15(16(14)21)19(22)23/h1-8,20-21H,(H,24,25,26)",pKa1,3.83,not_stated,"C=0.0002, mixed constants. SO3H site.",E3bg,Uncertain,K18,,,"benzenesulfonic acid, 4-hydroxy-3-(3-hydroxynaphth-1-ylazo)-5-nitro-","['OPSIN_name1', 'chemaxon_name1']",2.0,Solochrome Fast Grey R.A.,serjeant,,A,,,IUPAC_large,,,1276a72b
serjeant6177,O=[N+]([O-])c1ccccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(O)c2c1O,"InChI=1S/C16H11N3O10S2/c20-12-7-9(30(24,25)26)5-8-6-13(31(27,28)29)15(16(21)14(8)12)18-17-10-3-1-2-4-11(10)19(22)23/h1-7,20-21H,(H,24,25,26)(H,27,28,29)",pKa3,8.96,25,"C=0.000025, I=0.1(NaClO4), mixed constant",O5,Approximate,T46,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(2-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,c81dfb7d
serjeant6178,O=[N+]([O-])c1cccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c3c2O)c1,"InChI=1S/C16H11N3O10S2/c20-12-7-11(30(24,25)26)4-8-5-13(31(27,28)29)15(16(21)14(8)12)18-17-9-2-1-3-10(6-9)19(22)23/h1-7,20-21H,(H,24,25,26)(H,27,28,29)",pKa3,8.6,25,"C=0.000025, I=0.1(NaClO4), mixed constant",O5,Approximate,T46,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(3-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,a7ea91e4
serjeant6179,O=[N+]([O-])c1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c3c2O)cc1,"InChI=1S/C16H11N3O10S2/c20-12-7-11(30(24,25)26)5-8-6-13(31(27,28)29)15(16(21)14(8)12)18-17-9-1-3-10(4-2-9)19(22)23/h1-7,20-21H,(H,24,25,26)(H,27,28,29)",pKa1,3.86,not_stated,"[Disodium salt=(Chromotrope 2B)] C=0.0002, mixed constants. SO3H site.",E3bg,Uncertain,K21,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(4-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,ba70a875
serjeant6180,O=[N+]([O-])c1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(O)c1,"InChI=1S/C16H11N3O10S2/c20-13-7-9(19(22)23)1-4-12(13)17-18-15-11-3-2-10(30(24,25)26)5-8(11)6-14(16(15)21)31(27,28)29/h1-7,20-21H,(H,24,25,26)(H,27,28,29)",pKa3,6.59,not_stated,"I=0.2, mixed constants. OH-benzene site.",O5,Uncertain,S6,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(2-hydroxy-4-nitrophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,72e1ed52
serjeant6181,O=[N+]([O-])c1cc(S(=O)(=O)O)cc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c1O,"InChI=1S/C16H11N3O13S3/c20-15-11(5-9(34(27,28)29)6-12(15)19(22)23)17-18-14-10-2-1-8(33(24,25)26)3-7(10)4-13(16(14)21)35(30,31)32/h1-6,20-21H,(H,24,25,26)(H,27,28,29)(H,30,31,32)",pKa3,4.03,not_stated,"I=0.1, mixed constants. OH-benzene site.",O5,Uncertain,S6,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(2-hydroxy-3-nitro-5-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,3d012182
serjeant6182,O=[N+]([O-])c1cc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)c(O)c(S(=O)(=O)O)c1,"InChI=1S/C16H11N3O13S3/c20-15-11(5-8(19(22)23)6-13(15)35(30,31)32)17-18-14-10-2-1-9(33(24,25)26)3-7(10)4-12(16(14)21)34(27,28)29/h1-6,20-21H,(H,24,25,26)(H,27,28,29)(H,30,31,32)",pKa3,4.29,not_stated,"I=0.1, mixed constants. OH-benzene site.",O5,Uncertain,S6,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(2-hydroxy-5-nitro-3-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,af4ba8e1
serjeant6183,O=S(=O)(O)c1ccc(N=Nc2c(O)ccc3ccccc23)cc1,"InChI=1S/C16H12N2O4S/c19-15-10-5-11-3-1-2-4-14(11)16(15)18-17-12-6-8-13(9-7-12)23(20,21)22/h1-10,19H,(H,20,21,22)",pKa1,11.4,,,,,S106,,,"benzenesulfonic acid, 4-(2-hydroxynaphth-1-ylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,8dd63b31
serjeant6184,O=S(=O)(O)c1ccc(N=Nc2ccc(O)c3ccccc23)cc1,"InChI=1S/C16H12N2O4S/c19-16-10-9-15(13-3-1-2-4-14(13)16)18-17-11-5-7-12(8-6-11)23(20,21)22/h1-10,19H,(H,20,21,22)",pKa1,8.2,,,,,S106,,,"benzenesulfonic acid, 4-(4-hydroxynaphth-1-ylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,9a6a18f2
serjeant6185,O=S(=O)(O)c1ccc2c(O)ccc(N=Nc3ccccc3)c2c1,"InChI=1S/C16H12N2O4S/c19-16-9-8-15(18-17-11-4-2-1-3-5-11)14-10-12(23(20,21)22)6-7-13(14)16/h1-10,19H,(H,20,21,22)",pKa1,7.3,20,"C=0.000004, I=0.25 (mixed constant)",O5,Uncertain,R43,,,"2-Naphthalenesulfonic acid, 5-hydroxy-8-phenylazo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,3d4dac30
serjeant6186,O=S(=O)(O)c1ccc(O)c(N=Nc2c(O)ccc3ccccc23)c1,"InChI=1S/C16H12N2O5S/c19-14-8-6-11(24(21,22)23)9-13(14)17-18-16-12-4-2-1-3-10(12)5-7-15(16)20/h1-9,19-20H,(H,21,22,23)",pKa2,7.03,20,"C=0.000013, I=0.1. OH site.",O5,Approximate,C67,Thermodynamic quantities are derived from the results,,"benzenesulfonic acid, 4-hydroxy-3-(2-hydroxynaphth-1-ylazo)-",['manual_inconsistent'],1.0,CI Mordant Violet S; Solochrome Violet R,serjeant,,A,,,IUPAC_large,,,3feac742
serjeant6187,O=S(=O)(O)c1ccc(O)c(N=Nc2cc(O)cc3ccccc23)c1,"InChI=1S/C16H12N2O5S/c19-11-7-10-3-1-2-4-13(10)14(8-11)17-18-15-9-12(24(21,22)23)5-6-16(15)20/h1-9,19-20H,(H,21,22,23)",pKa2,7.4,not_stated,"C=0.0002, mixed constants. 4-OH site.",E3bg,Uncertain,K19,,,"benzenesulfonic acid, 4-hydroxy-3-(3-hydroxynaphth-1-ylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,Sodium salt is Solochrome Violet R.S.,serjeant,,A,,,IUPAC_large,,,a679660e
serjeant6188,O=S(=O)(O)c1ccc(O)c(N=Nc2ccc(O)c3ccccc23)c1,"InChI=1S/C16H12N2O5S/c19-15-8-6-13(11-3-1-2-4-12(11)15)17-18-14-9-10(24(21,22)23)5-7-16(14)20/h1-9,19-20H,(H,21,22,23)",pKa2,7.0,not_stated,"C=0.0002, mixed constants. naphthalene-OH site.",E3bg,Uncertain,K20,,,"benzenesulfonic acid, 4-hydroxy-3-(4-hydroxynaphth-1-ylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,Solochrome Black P.V.,serjeant,,A,,,IUPAC_large,,,2d087f1e
serjeant6189,O=S(=O)(O)c1cc(N=Nc2ccc(O)cc2O)c(O)c2ccccc12,"InChI=1S/C16H12N2O6S/c19-9-5-6-12(14(20)7-9)17-18-13-8-15(25(22,23)24)10-3-1-2-4-11(10)16(13)21/h1-8,19-21H,(H,22,23,24)",pKa2,7.0,25,"C=0.00002, I=0.1",O5,Uncertain,N26,,,"1-Naphthalenesulfonic acid, 3-(2,4-dihydroxyphenylazo)-4-hydroxy-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,25+1,,IUPAC_large,,,f5bfe2a0
serjeant6190,O=S(=O)(O)c1cc(O)c2c(O)c(N=Nc3ccccc3)c(S(=O)(=O)O)cc2c1,"InChI=1S/C16H12N2O8S2/c19-12-8-11(27(21,22)23)6-9-7-13(28(24,25)26)15(16(20)14(9)12)18-17-10-4-2-1-3-5-10/h1-8,19-20H,(H,21,22,23)(H,24,25,26)",pKa3,9.15,25,"C=0.002, I=0.1(KNO3), concentration constant",E3bg,Approximate,N10,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-phenylazo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,9c4852d0
serjeant6191,O=S(=O)(O)c1ccc2c(N=Nc3ccccc3O)c(O)c(S(=O)(=O)O)cc2c1,"InChI=1S/C16H12N2O8S2/c19-13-4-2-1-3-12(13)17-18-15-11-6-5-10(27(21,22)23)7-9(11)8-14(16(15)20)28(24,25)26/h1-8,19-20H,(H,21,22,23)(H,24,25,26)",pKa3,7.3,not_stated,"I=0.2, mixed constants. OH-benzene site.",O5,Uncertain,S6,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(2-hydroxyphenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,2c3ddde5
serjeant6193,O=S(=O)(O)c1ccc(N=Nc2c(O)cc(S(=O)(=O)O)c3cccc(S(=O)(=O)O)c23)cc1,"InChI=1S/C16H12N2O10S3/c19-12-8-14(31(26,27)28)11-2-1-3-13(30(23,24)25)15(11)16(12)18-17-9-4-6-10(7-5-9)29(20,21)22/h1-8,19H,(H,20,21,22)(H,23,24,25)(H,26,27,28)",pKa3,10.5,20,"C=0.00004, I=0.25, mixed constant",O5,Uncertain,S106,,,"1,5-Naphthalenedisulfonic acid, 3-hydroxy-4-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,2844f7df
serjeant6194,O=S(=O)(O)c1ccc(N=Nc2cc(S(=O)(=O)O)c3ccc(S(=O)(=O)O)cc3c2O)cc1,"InChI=1S/C16H12N2O10S3/c19-16-13-7-11(30(23,24)25)5-6-12(13)15(31(26,27)28)8-14(16)18-17-9-1-3-10(4-2-9)29(20,21)22/h1-8,19H,(H,20,21,22)(H,23,24,25)(H,26,27,28)",pKa3,7.2,20,"C=0.00004, I=0.25, mixed constant",O5,Uncertain,S106,,,"1,6-Naphthalenedisulfonic acid, 4-hydroxy-3-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,a533090f
serjeant6195,O=S(=O)(O)c1ccc(N=Nc2c(S(=O)(=O)O)cc3cccc(S(=O)(=O)O)c3c2O)cc1,"InChI=1S/C16H12N2O10S3/c19-16-14-9(2-1-3-12(14)30(23,24)25)8-13(31(26,27)28)15(16)18-17-10-4-6-11(7-5-10)29(20,21)22/h1-8,19H,(H,20,21,22)(H,23,24,25)(H,26,27,28)",pKa3,9.4,20,"C=0.00004, I=0.25, mixed constant",O5,Uncertain,S106,,,"2,5-Naphthalenedisulfonic acid, 4-hydroxy-3-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,7e5b8163
serjeant6196,O=S(=O)(O)c1ccc(N=Nc2c(O)c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc23)cc1,"InChI=1S/C16H12N2O10S3/c19-16-14(31(26,27)28)8-9-7-12(30(23,24)25)5-6-13(9)15(16)18-17-10-1-3-11(4-2-10)29(20,21)22/h1-8,19H,(H,20,21,22)(H,23,24,25)(H,26,27,28)",pKa3,10.6,20,"C=0.00004, I=0.25, mixed constant",O5,Uncertain,S106,,,"2,7-Naphthalenedisulfonic acid, 3-hydroxy-4-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,adf64c05
serjeant6197,O=S(=O)(O)c1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)ccc3c2O)cc1,"InChI=1S/C16H12N2O10S3/c19-16-13-6-5-12(30(23,24)25)7-9(13)8-14(31(26,27)28)15(16)18-17-10-1-3-11(4-2-10)29(20,21)22/h1-8,19H,(H,20,21,22)(H,23,24,25)(H,26,27,28)",pKa3,10.4,20,"C=0.00004, I=0.25, mixed constant",O5,Uncertain,S106,,,"2,7-Naphthalenedisulfonic acid, 4-hydroxy-3-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,f0a1ae2f
serjeant6198,O=S(=O)(O)c1cc(O)c2c(O)c(N=Nc3ccccc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1,"InChI=1S/C16H12N2O11S3/c19-11-7-9(30(21,22)23)5-8-6-13(32(27,28)29)15(16(20)14(8)11)18-17-10-3-1-2-4-12(10)31(24,25)26/h1-7,19-20H,(H,21,22,23)(H,24,25,26)(H,27,28,29)",pKa4,9.35,25,"C=0.002, I=0.1(KNO3), concentration constant",E3bg,Approximate,N10,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(2-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,7cd579bd
serjeant6199,O=S(=O)(O)c1cccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c3c2O)c1,"InChI=1S/C16H12N2O11S3/c19-12-7-11(31(24,25)26)4-8-5-13(32(27,28)29)15(16(20)14(8)12)18-17-9-2-1-3-10(6-9)30(21,22)23/h1-7,19-20H,(H,21,22,23)(H,24,25,26)(H,27,28,29)",pKa4,8.85,25,"C=0.002, I=0.1(KNO3), concentration constant. OH site.",E3bg,Approximate,N10,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(3-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,1b67c042
serjeant6200,O=S(=O)(O)c1ccc(N=Nc2c(S(=O)(=O)O)cc3cc(S(=O)(=O)O)cc(O)c3c2O)cc1,"InChI=1S/C16H12N2O11S3/c19-12-7-11(31(24,25)26)5-8-6-13(32(27,28)29)15(16(20)14(8)12)18-17-9-1-3-10(4-2-9)30(21,22)23/h1-7,19-20H,(H,21,22,23)(H,24,25,26)(H,27,28,29)",pKa4,8.9,25,"C=0.002, I=0.1(KNO3), concentration constant. OH site.",E3bg,Approximate,M10,,,"2,7-Naphthalenedisulfonic acid, 4,5-dihydroxy-3-(4-sulfophenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,cd1e2a6f
serjeant6202,Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccccc3)c(O)c12,"InChI=1S/C16H13N3O7S2/c17-12-8-11(27(21,22)23)6-9-7-13(28(24,25)26)15(16(20)14(9)12)19-18-10-4-2-1-3-5-10/h1-8,20H,17H2,(H,21,22,23)(H,24,25,26)",pKa3,12.72,25,"I=0.1(KNO3), mixed constant. OH site.",O5,Approximate,E29,,,"2,7-Naphthalenedisulfonic acid, 5-amino-4-hydroxy-3-phenylazo-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,other,,,IUPAC_large,,,3829b4cc
serjeant6203,Nc1c(S(=O)(=O)O)cc(S(=O)(=O)O)c2ccc(N=Nc3ccccc3O)c(O)c12,"InChI=1S/C16H13N3O8S2/c17-15-13(29(25,26)27)7-12(28(22,23)24)8-5-6-10(16(21)14(8)15)19-18-9-3-1-2-4-11(9)20/h1-7,20-21H,17H2,(H,22,23,24)(H,25,26,27)",pKa3,7.4,not_stated,I=0.1(KCl),O5,Uncertain,D37,,,"1,3-Naphthalenedisulfonic acid, 4-amino-5-hydroxy-6-(2-hydroxyphenylazo)-","['OPSIN_name1', 'chemaxon_name1']",2.0,,serjeant,,A,,,IUPAC_large,,,4d201c6a
